,AOD,ARP,FLO,ODP,Month,hpa,ARPODP,Fri,Thu,Wed,Mon,Sun,SAT,Tue,time,fog,DLY,DLY_RATE
27,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.7469512195121951,0.39091616420219,0.0,0.19632038474082947
28,D,0,4,8,9,1012.0,12,0,0,0,1,0,0,0,0.25914634146341464,0.39091616420219,0.0,0.011489016935229301
29,D,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.2012195121951219,0.3913743868051656,0.0,0.0947481244802475
30,D,0,5,14,9,1012.0,16,0,0,0,1,0,0,0,0.3109756097560976,0.3913743868051656,0.0,0.01137538067996502
31,A,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.2774390243902439,0.3913743868051656,0.0,0.008882040157914162
32,D,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.21036585365853655,0.3913743868051656,0.0,0.022082041949033737
33,A,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.9390243902439025,0.3913743868051656,0.0,0.010545398108661175
34,D,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.8719512195121951,0.3913743868051656,0.0,0.025418484583497047
35,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.1554878048780488,0.3913743868051656,0.0,0.008882040157914162
36,A,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.125,0.3913743868051656,0.0,0.16728445887565613
37,D,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.24695121951219512,0.3913743868051656,0.0,0.041491732001304626
38,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.3109756097560976,0.3913743868051656,0.0,0.0485713854432106
39,D,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.24390243902439024,0.3913743868051656,0.0,0.052322011440992355
40,A,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.8536585365853658,0.3913743868051656,0.0,0.03170328214764595
41,A,0,4,8,9,1012.0,12,0,0,0,1,0,0,0,0.7621951219512194,0.3913743868051656,0.0,0.017724597826600075
42,D,0,4,8,9,1012.0,12,0,0,0,1,0,0,0,0.39939024390243905,0.3913743868051656,0.0,0.04365021735429764
43,A,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.3719512195121951,0.389270319434884,0.0,0.027756907045841217
44,A,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.5609756097560976,0.389270319434884,0.0,0.03187309578061104
45,D,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.4969512195121951,0.389270319434884,0.0,0.02142428234219551
46,D,0,0,13,9,1012.0,15,0,0,0,1,0,0,0,0.9847560975609756,0.389270319434884,0.0,0.028782952576875687
47,A,0,5,3,9,1012.0,10,0,0,0,1,0,0,0,0.9176829268292682,0.389270319434884,0.0,0.13636842370033264
48,A,0,5,10,9,1012.0,14,0,0,0,1,0,0,0,0.3292682926829268,0.389270319434884,0.0,0.02614719606935978
49,D,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.27439024390243905,0.389270319434884,0.0,0.16584596037864685
50,A,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.448170731707317,0.389270319434884,0.0,0.027918724343180656
51,D,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.38414634146341464,0.389270319434884,0.0,0.023449117317795753
52,A,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.375,0.389270319434884,0.0,0.01137538067996502
53,A,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.30792682926829273,0.389270319434884,0.0,0.022244077175855637
54,A,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.07317073170731708,0.389270319434884,0.0,0.05092664062976837
55,A,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.012195121951219523,0.389270319434884,0.0,0.04299935698509216
56,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.3932926829268293,0.389270319434884,0.0,0.017476562410593033
57,A,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.3262195121951219,0.389270319434884,0.0,0.019698072224855423
58,D,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.6189024390243902,0.389270319434884,0.0,0.07414646446704865
59,D,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.551829268292683,0.389270319434884,0.0,0.09935592114925385
60,D,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.19817073170731703,0.389270319434884,0.0,0.010362595319747925
61,A,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.13719512195121952,0.389270319434884,0.0,0.017249630764126778
62,D,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.6798780487804877,0.389270319434884,0.0,0.00791145209223032
63,D,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.6280487804878049,0.389270319434884,0.0,0.01785525120794773
64,A,0,4,8,9,1012.0,12,0,0,0,1,0,0,0,0.6341463414634146,0.389270319434884,0.0,0.07683029025793076
65,A,0,4,8,9,1012.0,12,0,0,0,1,0,0,0,0.5670731707317074,0.389270319434884,0.0,0.0373222790658474
66,D,0,4,8,9,1012.0,12,0,0,0,1,0,0,0,0.39939024390243905,0.389270319434884,0.0,0.03598995506763458
67,D,0,5,10,9,1012.0,14,0,0,0,1,0,0,0,0.33231707317073167,0.3879589490306375,0.0,0.03221340477466583
68,A,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.5762195121951219,0.3879589490306375,0.0,0.027899716049432755
69,D,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.2164634146341463,0.3879589490306375,0.0,0.04961315542459488
70,D,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.1554878048780488,0.3879589490306375,0.0,0.09360954165458679
71,A,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.5823170731707317,0.3879589490306375,0.0,0.01109775248914957
72,A,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.551829268292683,0.3879589490306375,0.0,0.12343492358922958
73,D,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.7469512195121951,0.3879589490306375,0.0,0.01431612204760313
74,A,0,1,8,9,1012.0,12,0,0,0,1,0,0,0,0.5091463414634146,0.3879589490306375,0.0,0.0537237673997879
75,D,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.5792682926829268,0.3879589490306375,0.0,0.05232643336057663
76,A,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.5152439024390244,0.3879589490306375,0.0,0.032225433737039566
77,A,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.07926829268292684,0.3879589490306375,0.0,0.06824047118425369
78,D,0,4,8,9,1012.0,12,0,0,0,1,0,0,0,0.024390243902439046,0.3879589490306375,0.0,0.06939135491847992
79,A,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.6829268292682927,0.3879589490306375,0.0,0.06463474780321121
80,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.4878048780487805,0.3879589490306375,0.0,0.08651504665613174
81,A,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.39634146341463417,0.3879589490306375,0.0,0.2026606798171997
82,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.625,0.3879589490306375,0.0,0.022219309583306313
83,D,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.5579268292682927,0.3879589490306375,0.0,0.13076616823673248
84,A,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.7926829268292682,0.37842944274336454,0.0,0.03231868892908096
85,D,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.7378048780487806,0.37842944274336454,0.0,0.017403407022356987
86,A,0,0,13,9,1012.0,15,0,0,0,1,0,0,0,0.32012195121951226,0.37842944274336454,0.0,0.030265668407082558
87,A,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.21341463414634143,0.37842944274336454,0.0,0.09761276096105576
88,A,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.6890243902439025,0.37842944274336454,0.0,0.008465324528515339
89,D,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.6219512195121951,0.37842944274336454,0.0,0.1746010035276413
90,D,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.30792682926829273,0.37842944274336454,0.0,0.03695829585194588
91,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.24695121951219512,0.37842944274336454,0.0,0.09332335740327835
92,D,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.7378048780487806,0.37842944274336454,0.0,0.05546720325946808
93,A,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.6402439024390244,0.37842944274336454,0.0,0.06892367452383041
94,A,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.5060975609756098,0.37842944274336454,0.0,0.013362608850002289
95,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.4390243902439025,0.37842944274336454,0.0,0.018981553614139557
96,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.7530487804878049,0.37842944274336454,0.0,0.0749388039112091
97,D,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.6859756097560975,0.37842944274336454,0.0,0.01543379481881857
98,A,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.7957317073170732,0.37842944274336454,0.0,0.04205019026994705
99,D,0,1,8,9,1012.0,12,0,0,0,1,0,0,0,0.7347560975609756,0.37842944274336454,0.0,0.10966109484434128
100,D,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.09146341463414637,0.37842944274336454,0.0,0.05160965025424957
101,A,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.024390243902439046,0.37842944274336454,0.0,0.11568062007427216
102,D,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.46036585365853655,0.37842944274336454,0.0,0.08843052387237549
103,A,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.3932926829268293,0.37842944274336454,0.0,0.02251949906349182
104,A,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.7408536585365854,0.37842944274336454,0.0,0.045934006571769714
105,A,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.673780487804878,0.4067698750574894,0.0,0.10282120853662491
106,A,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.6890243902439025,0.4067698750574894,0.0,0.05319937318563461
107,D,0,6,8,9,1012.0,12,0,0,0,1,0,0,0,0.625,0.4067698750574894,0.0,0.15660589933395386
108,D,0,0,14,9,1012.0,16,0,0,0,1,0,0,0,0.9146341463414634,0.4067698750574894,0.0,0.05059513449668884
109,D,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.8567073170731708,0.4067698750574894,0.0,0.29134973883628845
110,A,0,5,7,9,1012.0,11,0,0,0,1,0,0,0,0.43292682926829273,0.4067698750574894,0.0,0.04956785589456558
111,D,0,1,7,9,1012.0,11,0,0,0,1,0,0,0,0.3719512195121951,0.4067698750574894,0.0,0.14570893347263336
112,A,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.5182926829268293,0.4067698750574894,0.0,0.010409984737634659
113,A,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.45731707317073167,0.4067698750574894,0.0,0.18618522584438324
114,D,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.2621951219512195,0.4067698750574894,0.0,0.008371815085411072
115,A,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.2042682926829268,0.4067698750574894,0.0,0.033289115875959396
116,D,0,0,8,9,1012.0,12,0,0,0,1,0,0,0,0.20731707317073167,0.4067698750574894,0.0,0.010165161453187466
117,D,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.14634146341463417,0.4067698750574894,0.0,0.016587793827056885
118,A,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.6280487804878049,0.4067698750574894,0.0,0.031609147787094116
119,D,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.5670731707317074,0.4067698750574894,0.0,0.1620466113090515
120,D,0,5,8,9,1012.0,12,0,0,0,1,0,0,0,0.7378048780487806,0.4067698750574894,0.0,0.0118175083771348
121,A,0,2,8,9,1012.0,12,0,0,0,1,0,0,0,0.676829268292683,0.4067698750574894,0.0,0.08406081795692444
122,A,0,3,8,9,1012.0,12,0,0,0,1,0,0,0,0.33841463414634143,0.4067698750574894,0.0,0.07417575269937515
123,D,0,6,8,9,1011.0,12,0,0,0,1,0,0,0,0.30487804878048785,0.40760840126256676,0.0,0.1617504060268402
124,A,0,6,8,9,1011.0,12,0,0,0,1,0,0,0,0.823170731707317,0.40760840126256676,0.0,0.02457665279507637
125,A,0,5,10,9,1011.0,14,0,0,0,1,0,0,0,0.7621951219512194,0.40760840126256676,0.0,0.16141679883003235
126,D,0,5,10,9,1011.0,14,0,0,0,1,0,0,0,0.6402439024390244,0.40760840126256676,0.0,0.07091904431581497
127,A,0,1,10,9,1011.0,14,0,0,0,1,0,0,0,0.6097560975609756,0.40760840126256676,0.0,0.13759036362171173
128,D,0,5,7,9,1011.0,11,0,0,0,1,0,0,0,0.7378048780487806,0.40760840126256676,0.0,0.061455126851797104
129,A,0,1,7,9,1011.0,11,0,0,0,1,0,0,0,0.6829268292682927,0.40760840126256676,0.0,0.017126068472862244
130,A,0,5,7,9,1011.0,11,0,0,0,1,0,0,0,0.7378048780487806,0.40760840126256676,0.0,0.05214184150099754
131,D,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.676829268292683,0.40760840126256676,0.0,0.09921237826347351
132,D,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.9176829268292682,0.40760840126256676,0.0,0.03145982325077057
133,A,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.8567073170731708,0.40760840126256676,0.0,0.14944757521152496
134,D,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.44512195121951226,0.40760840126256676,0.0,0.050557319074869156
135,D,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.3871951219512195,0.40760840126256676,0.0,0.052096910774707794
136,A,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.823170731707317,0.40760840126256676,0.0,0.03465752676129341
137,A,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.7621951219512194,0.40760840126256676,0.0,0.11072159558534622
138,A,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.09146341463414637,0.40760840126256676,0.0,0.04341807961463928
139,A,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.030487804878048808,0.40760840126256676,0.0,0.07322704046964645
140,D,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.19817073170731703,0.40760840126256676,0.0,0.009850246831774712
141,A,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.13719512195121952,0.40760840126256676,0.0,0.03045591339468956
142,A,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.5487804878048781,0.40760840126256676,0.0,0.00961077306419611
143,D,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.49085365853658536,0.40760840126256676,0.0,0.016466468572616577
144,A,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.12804878048780488,0.40760840126256676,0.0,0.009137321263551712
145,D,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.06707317073170732,0.40760840126256676,0.0,0.026427652686834335
146,A,0,6,8,9,1011.0,12,0,0,0,1,0,0,0,0.8109756097560975,0.397302571916953,0.0,0.007987434975802898
147,D,0,6,8,9,1011.0,12,0,0,0,1,0,0,0,0.7500000000000001,0.397302571916953,0.0,0.1767231523990631
148,D,0,1,10,9,1011.0,14,0,0,0,1,0,0,0,0.6798780487804877,0.397302571916953,0.0,0.03833366185426712
149,D,0,1,7,9,1011.0,11,0,0,0,1,0,0,0,0.6219512195121951,0.397302571916953,0.0,0.10365663468837738
150,A,0,5,7,9,1011.0,11,0,0,0,1,0,0,0,0.448170731707317,0.397302571916953,0.0,0.08444822579622269
151,D,0,5,7,9,1011.0,11,0,0,0,1,0,0,0,0.3871951219512195,0.397302571916953,0.0,0.050518620759248734
152,A,0,1,7,9,1011.0,11,0,0,0,1,0,0,0,0.7591463414634146,0.397302571916953,0.0,0.011376543901860714
153,A,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.701219512195122,0.397302571916953,0.0,0.10908635705709457
154,A,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.6371951219512194,0.397302571916953,0.0,0.0533667653799057
155,A,0,1,8,9,1011.0,12,0,0,0,1,0,0,0,0.5792682926829268,0.397302571916953,0.0,0.1174686849117279
156,D,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.9176829268292682,0.397302571916953,0.0,0.07481949031352997
157,A,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.8567073170731708,0.397302571916953,0.0,0.18996308743953705
158,D,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.5579268292682927,0.397302571916953,0.0,0.051946308463811874
159,A,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.4969512195121951,0.397302571916953,0.0,0.04623750224709511
160,D,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.7439024390243903,0.397302571916953,0.0,0.012344800867140293
161,D,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.6859756097560975,0.397302571916953,0.0,0.15865600109100342
162,A,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.9146341463414634,0.397302571916953,0.0,0.03997809812426567
163,D,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.8536585365853658,0.397302571916953,0.0,0.06726492941379547
164,D,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.21341463414634143,0.397302571916953,0.0,0.03396356478333473
165,A,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.15243902439024393,0.397302571916953,0.0,0.02662588097155094
166,A,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.323170731707317,0.397302571916953,0.0,0.031114419922232628
167,A,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.2621951219512195,0.397302571916953,0.0,0.13206303119659424
168,D,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.07926829268292684,0.397302571916953,0.0,0.05977595970034599
169,D,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.018292682926829285,0.397302571916953,0.0,0.016758330166339874
170,A,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.09451219512195125,0.397302571916953,0.0,0.04605528712272644
171,D,0,1,8,9,1011.0,12,0,0,0,1,0,0,0,0.06097560975609756,0.397302571916953,0.0,0.15626680850982666
172,D,0,6,8,9,1011.0,12,0,0,0,1,0,0,0,0.5823170731707317,0.44698069884538916,0.0,0.01338898204267025
173,A,0,0,14,9,1011.0,16,0,0,0,1,0,0,0,0.5487804878048781,0.44698069884538916,0.0,0.12526284158229828
174,D,0,5,2,9,1011.0,9,0,0,0,1,0,0,0,0.9359756097560975,0.44698069884538916,0.0,0.05284756049513817
175,A,0,1,7,9,1011.0,11,0,0,0,1,0,0,0,0.8719512195121951,0.44698069884538916,0.0,0.19149933755397797
176,D,0,1,7,9,1011.0,11,0,0,0,1,0,0,0,0.24695121951219512,0.44698069884538916,0.0,0.03642099350690842
177,A,0,5,7,9,1011.0,11,0,0,0,1,0,0,0,0.18292682926829273,0.44698069884538916,0.0,0.07294771075248718
178,D,0,5,7,9,1011.0,11,0,0,0,1,0,0,0,0.42987804878048785,0.44698069884538916,0.0,0.03176535293459892
179,D,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.36585365853658536,0.44698069884538916,0.0,0.08169971406459808
180,A,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.8780487804878049,0.44698069884538916,0.0,0.012963813729584217
181,D,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.8170731707317073,0.44698069884538916,0.0,0.15878161787986755
182,A,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.6951219512195123,0.44698069884538916,0.0,0.01522752083837986
183,A,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.6280487804878049,0.44698069884538916,0.0,0.20785003900527954
184,A,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.1554878048780488,0.44698069884538916,0.0,0.06465581059455872
185,D,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.12195121951219512,0.44698069884538916,0.0,0.15640343725681305
186,A,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.5640243902439025,0.44698069884538916,0.0,0.060530610382556915
187,D,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.5060975609756098,0.44698069884538916,0.0,0.19459952414035797
188,D,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.3292682926829268,0.44698069884538916,0.0,0.047326698899269104
189,D,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.5121951219512195,0.44698069884538916,0.0,0.07549875974655151
190,A,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.4512195121951219,0.44698069884538916,0.0,0.016160020604729652
191,D,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.8567073170731708,0.44698069884538916,0.0,0.037970975041389465
192,D,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.7926829268292682,0.44698069884538916,0.0,0.016160020604729652
193,D,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.5060975609756098,0.44698069884538916,0.0,0.06057238206267357
194,D,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.4512195121951219,0.44698069884538916,0.0,0.026126662269234657
195,A,0,0,8,9,1011.0,12,0,0,0,1,0,0,0,0.49085365853658536,0.44698069884538916,0.0,0.0633961483836174
196,D,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.426829268292683,0.44698069884538916,0.0,0.020158249884843826
197,D,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.6128048780487805,0.44698069884538916,0.0,0.011994007043540478
198,A,0,6,8,9,1011.0,12,0,0,0,1,0,0,0,0.551829268292683,0.44698069884538916,0.0,0.19525472819805145
199,A,0,5,10,9,1011.0,14,0,0,0,1,0,0,0,0.6707317073170732,0.44698069884538916,0.0,0.04582739248871803
200,D,0,0,13,9,1011.0,15,0,0,0,1,0,0,0,0.6128048780487805,0.44698069884538916,0.0,0.03846605122089386
201,D,0,0,14,9,1011.0,16,0,0,0,1,0,0,0,0.13719512195121952,0.44698069884538916,0.0,0.03323539346456528
202,A,0,1,7,9,1011.0,11,0,0,0,1,0,0,0,0.07926829268292684,0.44698069884538916,0.0,0.02495489828288555
203,D,0,1,7,9,1011.0,11,0,0,0,1,0,0,0,0.6432926829268292,0.44698069884538916,0.0,0.013358290307223797
204,A,0,5,7,9,1011.0,11,0,0,0,1,0,0,0,0.6097560975609756,0.44698069884538916,0.0,0.10337626934051514
205,D,0,5,7,9,1011.0,11,0,0,0,1,0,0,0,0.2164634146341463,0.44698069884538916,0.0,0.051233917474746704
206,D,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.18292682926829273,0.44698069884538916,0.0,0.0625254362821579
207,D,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.625,0.44698069884538916,0.0,0.06168796494603157
208,D,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.5670731707317074,0.44698069884538916,0.0,0.13538625836372375
209,A,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.573170731707317,0.44698069884538916,0.0,0.014790305867791176
210,A,0,5,8,9,1011.0,12,0,0,0,1,0,0,0,0.5121951219512195,0.44698069884538916,0.0,0.020406614989042282
211,A,0,4,8,9,1011.0,12,0,0,0,1,0,0,0,0.19817073170731703,0.44698069884538916,0.0,0.057744625955820084
212,A,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.1402439024390244,0.44698069884538916,0.0,0.14468161761760712
213,A,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.7042682926829268,0.44698069884538916,0.0,0.06327028572559357
214,A,0,3,8,9,1011.0,12,0,0,0,1,0,0,0,0.6707317073170732,0.44698069884538916,0.0,0.10832410305738449
215,D,0,2,8,9,1011.0,12,0,0,0,1,0,0,0,0.551829268292683,0.44698069884538916,0.0,0.033123426139354706
216,A,0,6,8,9,1011.0,12,0,0,0,1,0,0,0,0.4878048780487805,0.44698069884538916,0.0,0.11124330013990402
217,D,0,6,8,9,1011.0,12,0,0,0,1,0,0,0,0.2774390243902439,0.44698069884538916,0.0,0.014364643953740597
